finding_id,investigation_id,severity,category,description,confidence_score,status,created_at,validated_at
FND-000146,INV-00271,HIGH,FRAUD_PATTERN,"Round-number transaction of $319,859 processed at 02:01 — outside standard business hours. Flagged by anomaly detection.",0.752,VALIDATED,2022-12-20,2023-01-01
FND-000147,INV-00037,HIGH,APPROVAL_LIMIT,"Escalation protocol was bypassed. Transaction valued at $283,390 was approved at L3 without L4 countersignature.",0.768,RESOLVED,2021-11-12,2021-11-21
FND-000148,INV-00290,CRITICAL,VENDOR_RISK,"High-risk vendor InnoCore Dynamics Ltd has no compliance record on file. Payment of $490,714 released without compliance clearance.",0.915,VALIDATED,2024-11-18,2024-11-27
FND-000149,INV-00331,LOW,VENDOR_RISK,"High-risk vendor Acuity Systems Inc has no compliance record on file. Payment of $15,646 released without compliance clearance.",0.345,ESCALATED,2024-01-14,2024-01-27
FND-000150,INV-00465,MEDIUM,MISSING_RECEIPT,"Employee EMP-59217 submitted 7 claims totalling $15,651 without receipts in the review period.",0.722,RESOLVED,2024-09-14,2024-09-28
FND-000151,INV-00034,MEDIUM,MISSING_RECEIPT,Expense claim EXP-121557 submitted for Consulting without an attached supporting receipt.,0.634,OPEN,2021-08-22,2021-09-06
FND-000152,INV-00261,CRITICAL,APPROVAL_LIMIT,Transaction processed with approval from an officer whose delegated authority was 14% below the required threshold.,0.941,RESOLVED,2022-12-12,2023-01-08
FND-000153,INV-00471,LOW,MISSING_RECEIPT,"Employee EMP-45822 submitted 3 claims totalling $13,324 without receipts in the review period.",0.218,RESOLVED,2023-12-03,2023-12-27
FND-000154,INV-00171,LOW,MISSING_RECEIPT,Expense claim missing receipt. Policy POL-0013 requires receipts for all claims above $50.,0.456,FALSE_POSITIVE,2021-12-04,2021-12-25
FND-000155,INV-00239,HIGH,MISSING_RECEIPT,Expense claim EXP-115617 submitted for Software without an attached supporting receipt.,0.797,OPEN,2024-11-25,2024-11-26
FND-000156,INV-00133,HIGH,APPROVAL_LIMIT,"Escalation protocol was bypassed. Transaction valued at $308,668 was approved at L3 without L4 countersignature.",0.784,VALIDATED,2024-03-13,2024-03-22
FND-000157,INV-00428,MEDIUM,POLICY_BREACH,"Entertainment expense of $486,134 submitted by EMP-43195 exceeds monthly policy allowance of $100,000.",0.575,VALIDATED,2023-11-21,2023-12-16
FND-000158,INV-00126,CRITICAL,MISSING_RECEIPT,Expense claim missing receipt. Policy POL-0001 requires receipts for all claims above $200.,0.833,RESOLVED,2024-09-23,2024-10-22
FND-000159,INV-00055,LOW,VENDOR_RISK,"High-risk vendor XpressCore Dynamics Ltd has no compliance record on file. Payment of $386,639 released without compliance clearance.",0.239,ESCALATED,2024-08-11,2024-08-22
FND-000160,INV-00387,HIGH,POLICY_BREACH,"Expense claim of $261,553 for Travel exceeds the policy maximum of $5,000. Overage: $19,252.",0.633,OPEN,2023-10-10,2023-10-24
FND-000161,INV-00008,LOW,FRAUD_PATTERN,"Round-number transaction of $204,992 processed at 01:56 — outside standard business hours. Flagged by anomaly detection.",0.501,VALIDATED,2023-06-04,2023-06-19
FND-000162,INV-00283,LOW,APPROVAL_LIMIT,"Escalation protocol was bypassed. Transaction valued at $499,727 was approved at L2 without L3 countersignature.",0.514,RESOLVED,2023-05-23,
FND-000163,INV-00056,MEDIUM,VENDOR_RISK,Payment issued to VND-VND-04960 rated LOW risk. Active contract CON-108809 in place. Enhanced due diligence not documented.,0.499,OPEN,2021-09-26,2021-10-14
FND-000164,INV-00476,LOW,FRAUD_PATTERN,Transaction routed through 3 intermediate accounts before reaching final beneficiary. Unusual for TRANSFER transaction type.,0.342,VALIDATED,2024-07-14,
FND-000165,INV-00074,LOW,APPROVAL_LIMIT,Transaction processed with approval from an officer whose delegated authority was 16% below the required threshold.,0.352,RESOLVED,2022-07-28,2022-08-25
FND-000166,INV-00308,CRITICAL,MISSING_RECEIPT,Expense claim missing receipt. Policy POL-0015 requires receipts for all claims above $50.,0.971,VALIDATED,2023-12-07,2023-12-29
FND-000167,INV-00119,HIGH,FRAUD_PATTERN,Transaction routed through 7 intermediate accounts before reaching final beneficiary. Unusual for CASH_OUT transaction type.,0.796,VALIDATED,2023-06-07,2023-06-30
FND-000168,INV-00388,LOW,FRAUD_PATTERN,Transaction routed through 8 intermediate accounts before reaching final beneficiary. Unusual for TRANSFER transaction type.,0.556,RESOLVED,2022-10-09,2022-10-13
FND-000169,INV-00278,HIGH,APPROVAL_LIMIT,"Payment of $107,358 approved at Level 3, which has a limit of $100,000. Transaction exceeded limit by $37,249.",0.723,OPEN,2022-03-09,2022-03-17
FND-000170,INV-00057,MEDIUM,POLICY_BREACH,Employee submitted Training claim 8% above the authorised policy limit without prior exception approval.,0.527,RESOLVED,2024-05-17,
FND-000171,INV-00243,LOW,APPROVAL_LIMIT,Transaction processed with approval from an officer whose delegated authority was 30% below the required threshold.,0.576,RESOLVED,2023-06-15,
FND-000172,INV-00393,LOW,APPROVAL_LIMIT,Transaction processed with approval from an officer whose delegated authority was 35% below the required threshold.,0.424,FALSE_POSITIVE,2024-10-01,2024-10-25
FND-000173,INV-00007,MEDIUM,EXPIRED_COMPLIANCE,Compliance record CMP-107829 for vendor ClearPath Logistics Inc was in EXPIRED status at time of payment processing.,0.495,VALIDATED,2023-04-24,2023-04-28
FND-000174,INV-00376,HIGH,POLICY_BREACH,"Expense claim of $10,489 for Office Supplies exceeds the policy maximum of $25,000. Overage: $10,448.",0.803,RESOLVED,2021-07-08,2021-07-12
FND-000175,INV-00308,MEDIUM,EXPIRED_COMPLIANCE,Procurement team processed payment without checking compliance status. Certificate had been expired for 271 days.,0.453,OPEN,2023-01-19,2023-01-21
FND-000176,INV-00295,LOW,MISSING_RECEIPT,Expense claim EXP-104373 submitted for Travel without an attached supporting receipt.,0.6,RESOLVED,2021-10-16,2021-10-19
FND-000177,INV-00446,MEDIUM,APPROVAL_LIMIT,"Escalation protocol was bypassed. Transaction valued at $2,720 was approved at L1 without L5 countersignature.",0.481,VALIDATED,2022-10-29,2022-11-01
FND-000178,INV-00094,LOW,MISSING_RECEIPT,Expense claim EXP-172509 submitted for Consulting without an attached supporting receipt.,0.455,RESOLVED,2024-12-22,2025-01-06
FND-000179,INV-00477,MEDIUM,POLICY_BREACH,"Expense claim of $488,710 for Marketing exceeds the policy maximum of $100,000. Overage: $48,771.",0.402,OPEN,2023-11-08,
FND-000180,INV-00293,LOW,APPROVAL_LIMIT,Transaction processed with approval from an officer whose delegated authority was 51% below the required threshold.,0.272,VALIDATED,2023-02-20,2023-02-21
FND-000181,INV-00394,MEDIUM,MISSING_RECEIPT,"Reimbursement of $40,984 for Software was approved despite no receipt documentation in the system.",0.565,ESCALATED,2024-07-19,
FND-000182,INV-00011,LOW,MISSING_RECEIPT,"Employee EMP-35696 submitted 6 claims totalling $7,235 without receipts in the review period.",0.628,RESOLVED,2024-05-02,2024-05-23
FND-000183,INV-00093,LOW,EXPIRED_COMPLIANCE,Compliance record CMP-105867 for vendor EcoVenture Supplies Holdings was in EXPIRED status at time of payment processing.,0.586,VALIDATED,2023-12-07,
FND-000184,INV-00009,MEDIUM,EXPIRED_COMPLIANCE,"Payment of $348,407 released to Gamma_Co LLC whose PCI-DSS compliance expired 306 days before payment date.",0.463,RESOLVED,2022-11-09,2022-12-08
FND-000185,INV-00389,MEDIUM,APPROVAL_LIMIT,"Approval granted by EMP-27376 who was not authorised to approve amounts above $5,000. Transaction value: $430,157.",0.557,VALIDATED,2021-10-04,2021-10-27
FND-000186,INV-00118,MEDIUM,VENDOR_RISK,Payment issued to VND-VND-01018 rated LOW risk. Active contract CON-109562 in place. Enhanced due diligence not documented.,0.516,ESCALATED,2022-11-05,2022-11-26
FND-000187,INV-00075,MEDIUM,VENDOR_RISK,"BLACKLISTED vendor VND-VND-04882 received payment of $359,372 via contract CON-104778 that was not updated following blacklisting.",0.474,VALIDATED,2023-06-15,2023-07-15
FND-000188,INV-00474,MEDIUM,APPROVAL_LIMIT,"Escalation protocol was bypassed. Transaction valued at $371,345 was approved at L3 without L3 countersignature.",0.699,OPEN,2024-12-31,
FND-000189,INV-00266,LOW,POLICY_BREACH,Employee submitted Entertainment claim 52% above the authorised policy limit without prior exception approval.,0.459,OPEN,2024-09-07,2024-10-04
FND-000190,INV-00497,LOW,EXPIRED_COMPLIANCE,Procurement team processed payment without checking compliance status. Certificate had been expired for 535 days.,0.624,FALSE_POSITIVE,2021-08-04,2021-08-18
FND-000191,INV-00327,HIGH,VENDOR_RISK,"BLACKLISTED vendor VND-VND-03458 received payment of $166,087 via contract CON-108970 that was not updated following blacklisting.",0.839,VALIDATED,2024-08-20,2024-08-27
FND-000192,INV-00219,LOW,POLICY_BREACH,"Expense claim of $25,911 for Entertainment exceeds the policy maximum of $500,000. Overage: $17,768.",0.371,OPEN,2024-01-29,
FND-000193,INV-00210,MEDIUM,FRAUD_PATTERN,"Round-number transaction of $343,403 processed at 00:18 — outside standard business hours. Flagged by anomaly detection.",0.477,ESCALATED,2023-10-23,2023-10-31
FND-000194,INV-00181,MEDIUM,APPROVAL_LIMIT,"Payment of $258,493 approved at Level 2, which has a limit of $500,000. Transaction exceeded limit by $3,558.",0.731,VALIDATED,2023-01-11,2023-01-22
FND-000195,INV-00147,MEDIUM,EXPIRED_COMPLIANCE,"Vendor VND-VND-03328 received payment of $38,267 on 2023-02-14. Compliance certificate expired on 2020-07-12 — 316 days prior.",0.516,RESOLVED,2022-08-07,2022-09-05
FND-000196,INV-00452,LOW,FRAUD_PATTERN,Employee EMP-25881 submitted 2 expense claims within 72 hours for identical amounts — potential duplicate fraud pattern.,0.586,OPEN,2022-03-17,2022-03-20
FND-000197,INV-00260,MEDIUM,POLICY_BREACH,"Claim EXP-110149 violates Policy POL-0001 section 4.2: Training expenditure capped at $5,000 per event.",0.453,RESOLVED,2021-12-16,2021-12-28
FND-000198,INV-00320,CRITICAL,MISSING_RECEIPT,Expense claim EXP-163739 submitted for Accommodation without an attached supporting receipt.,0.886,OPEN,2022-01-26,
FND-000199,INV-00462,CRITICAL,MISSING_RECEIPT,"Reimbursement of $79,211 for Accommodation was approved despite no receipt documentation in the system.",0.764,VALIDATED,2023-03-14,2023-04-10
FND-000200,INV-00043,LOW,APPROVAL_LIMIT,"Approval granted by EMP-26765 who was not authorised to approve amounts above $100,000. Transaction value: $332,747.",0.419,RESOLVED,2022-06-28,
FND-000201,INV-00024,LOW,EXPIRED_COMPLIANCE,Compliance record CMP-107847 for vendor NexPoint Analytics LLC was in EXPIRED status at time of payment processing.,0.306,RESOLVED,2022-01-19,2022-02-09
FND-000202,INV-00144,CRITICAL,APPROVAL_LIMIT,Transaction processed with approval from an officer whose delegated authority was 68% below the required threshold.,0.843,VALIDATED,2024-11-20,2024-12-03
FND-000203,INV-00324,LOW,VENDOR_RISK,"Vendor QuantumEdge Solutions Ltd holds CRITICAL risk rating. 7 payments totalling $6,234 processed in the audit period.",0.381,VALIDATED,2022-09-03,2022-10-01
FND-000204,INV-00293,MEDIUM,FRAUD_PATTERN,"Split payment pattern detected: 8 transactions to same beneficiary totalling $9,830 — each below approval threshold of $5,000.",0.428,RESOLVED,2024-03-02,2024-03-05
FND-000205,INV-00304,MEDIUM,FRAUD_PATTERN,Employee EMP-72604 submitted 6 expense claims within 72 hours for identical amounts — potential duplicate fraud pattern.,0.501,VALIDATED,2023-05-18,2023-06-13
FND-000206,INV-00266,MEDIUM,POLICY_BREACH,"Entertainment expense of $308,780 submitted by EMP-63306 exceeds monthly policy allowance of $25,000.",0.525,RESOLVED,2022-02-26,2022-03-05
FND-000207,INV-00169,CRITICAL,MISSING_RECEIPT,Expense claim missing receipt. Policy POL-0002 requires receipts for all claims above $100.,0.989,RESOLVED,2021-10-18,2021-10-19
FND-000208,INV-00292,MEDIUM,FRAUD_PATTERN,Transaction routed through 4 intermediate accounts before reaching final beneficiary. Unusual for PAYMENT transaction type.,0.475,FALSE_POSITIVE,2023-10-30,2023-11-17
FND-000209,INV-00150,MEDIUM,APPROVAL_LIMIT,"Approval granted by EMP-15022 who was not authorised to approve amounts above $100,000. Transaction value: $383,287.",0.406,OPEN,2022-09-30,2022-10-05
FND-000210,INV-00098,LOW,APPROVAL_LIMIT,"Escalation protocol was bypassed. Transaction valued at $168,033 was approved at L1 without L4 countersignature.",0.238,RESOLVED,2021-07-18,2021-08-07
FND-000211,INV-00413,CRITICAL,APPROVAL_LIMIT,Transaction processed with approval from an officer whose delegated authority was 46% below the required threshold.,0.811,VALIDATED,2021-06-07,2021-06-19
FND-000212,INV-00064,LOW,FRAUD_PATTERN,Employee EMP-72525 submitted 6 expense claims within 72 hours for identical amounts — potential duplicate fraud pattern.,0.647,VALIDATED,2024-02-21,
FND-000213,INV-00080,HIGH,VENDOR_RISK,Payment issued to VND-VND-04684 rated LOW risk. Active contract CON-102005 in place. Enhanced due diligence not documented.,0.888,RESOLVED,2024-08-13,2024-08-19
FND-000214,INV-00251,LOW,POLICY_BREACH,"Expense claim of $307,456 for Office Supplies exceeds the policy maximum of $25,000. Overage: $15,647.",0.631,ESCALATED,2021-08-14,2021-08-30
FND-000215,INV-00432,LOW,MISSING_RECEIPT,Expense claim EXP-186723 submitted for Marketing without an attached supporting receipt.,0.499,OPEN,2021-12-06,
FND-000216,INV-00261,MEDIUM,MISSING_RECEIPT,"Employee EMP-45885 submitted 3 claims totalling $13,681 without receipts in the review period.",0.484,VALIDATED,2021-09-27,2021-10-11
FND-000217,INV-00007,MEDIUM,POLICY_BREACH,Employee submitted Training claim 58% above the authorised policy limit without prior exception approval.,0.72,RESOLVED,2021-12-24,
FND-000218,INV-00012,MEDIUM,APPROVAL_LIMIT,Transaction processed with approval from an officer whose delegated authority was 16% below the required threshold.,0.631,OPEN,2023-02-06,
FND-000219,INV-00217,LOW,EXPIRED_COMPLIANCE,"Vendor VND-VND-00941 received payment of $95,319 on 2023-03-28. Compliance certificate expired on 2022-08-25 — 233 days prior.",0.576,RESOLVED,2022-10-22,
FND-000220,INV-00434,MEDIUM,EXPIRED_COMPLIANCE,"Payment of $386,031 released to VoltEdge Solutions Inc whose PCI-DSS compliance expired 217 days before payment date.",0.492,VALIDATED,2021-10-23,
FND-000221,INV-00125,HIGH,EXPIRED_COMPLIANCE,"Payment of $473,109 released to ClearPath Logistics Inc whose ISO 27001 compliance expired 221 days before payment date.",0.693,VALIDATED,2022-12-23,2022-12-24
FND-000222,INV-00110,MEDIUM,APPROVAL_LIMIT,"Escalation protocol was bypassed. Transaction valued at $471,404 was approved at L2 without L5 countersignature.",0.68,VALIDATED,2021-08-25,
FND-000223,INV-00074,CRITICAL,VENDOR_RISK,"BLACKLISTED vendor VND-VND-02871 received payment of $285,628 via contract CON-102032 that was not updated following blacklisting.",0.976,OPEN,2023-10-22,2023-10-26
FND-000224,INV-00186,MEDIUM,APPROVAL_LIMIT,Transaction processed with approval from an officer whose delegated authority was 46% below the required threshold.,0.544,VALIDATED,2021-12-11,2021-12-30
FND-000225,INV-00001,HIGH,MISSING_RECEIPT,"Reimbursement of $289,183 for Software was approved despite no receipt documentation in the system.",0.849,OPEN,2024-10-24,
FND-000226,INV-00362,LOW,FRAUD_PATTERN,Transaction routed through 3 intermediate accounts before reaching final beneficiary. Unusual for TRANSFER transaction type.,0.498,ESCALATED,2024-10-08,
FND-000227,INV-00391,HIGH,EXPIRED_COMPLIANCE,Procurement team processed payment without checking compliance status. Certificate had been expired for 223 days.,0.648,OPEN,2021-06-10,2021-07-04
FND-000228,INV-00332,CRITICAL,MISSING_RECEIPT,"Reimbursement of $113,121 for Meals was approved despite no receipt documentation in the system.",0.99,VALIDATED,2022-01-21,
FND-000229,INV-00361,HIGH,MISSING_RECEIPT,Expense claim EXP-133741 submitted for Meals without an attached supporting receipt.,0.867,VALIDATED,2024-08-31,2024-09-06
FND-000230,INV-00161,MEDIUM,MISSING_RECEIPT,"Employee EMP-55162 submitted 5 claims totalling $15,042 without receipts in the review period.",0.592,OPEN,2024-11-30,
FND-000231,INV-00337,LOW,VENDOR_RISK,Payment issued to VND-VND-03704 rated LOW risk. Active contract CON-104486 in place. Enhanced due diligence not documented.,0.209,RESOLVED,2023-12-02,2023-12-23
FND-000232,INV-00096,CRITICAL,MISSING_RECEIPT,Expense claim missing receipt. Policy POL-0010 requires receipts for all claims above $200.,0.777,VALIDATED,2024-03-04,
FND-000233,INV-00371,MEDIUM,FRAUD_PATTERN,"Split payment pattern detected: 6 transactions to same beneficiary totalling $17,063 — each below approval threshold of $25,000.",0.585,VALIDATED,2021-08-16,
FND-000234,INV-00077,LOW,POLICY_BREACH,"Claim EXP-181049 violates Policy POL-0017 section 4.2: Consulting expenditure capped at $5,000 per event.",0.617,VALIDATED,2021-09-13,2021-09-16
FND-000235,INV-00397,MEDIUM,VENDOR_RISK,Payment issued to VND-VND-02377 rated LOW risk. Active contract CON-108599 in place. Enhanced due diligence not documented.,0.586,ESCALATED,2022-10-29,
FND-000236,INV-00139,CRITICAL,FRAUD_PATTERN,"Round-number transaction of $466,468 processed at 03:50 — outside standard business hours. Flagged by anomaly detection.",0.927,VALIDATED,2023-06-03,2023-06-28
FND-000237,INV-00046,MEDIUM,VENDOR_RISK,Payment issued to VND-VND-04316 rated LOW risk. Active contract CON-101147 in place. Enhanced due diligence not documented.,0.699,VALIDATED,2024-12-21,2025-01-06
FND-000238,INV-00235,LOW,APPROVAL_LIMIT,Transaction processed with approval from an officer whose delegated authority was 66% below the required threshold.,0.254,OPEN,2023-04-12,
