compliance_id,vendor_id,framework,status,assessment_date,expiry_date,assessed_by,findings_summary,document_ref
CMP-000172,VND-01253,SOX,COMPLIANT,2020-01-29,2021-12-27,David Stanley,No material findings. All controls assessed as effective.,COMP-DOC-ZX5983
CMP-000173,VND-01058,GDPR,PENDING,2021-07-05,2022-08-09,Ketsia Liebig,Assessment in progress. Preliminary review completed; final sign-off pending.,COMP-DOC-NG2074
CMP-000174,VND-02570,SOC 2 Type II,COMPLIANT,2020-05-25,2020-11-29,EY Compliance,No material findings. All controls assessed as effective.,COMP-DOC-ME8495
CMP-000175,VND-02781,HIPAA,EXPIRED,2019-11-05,2023-05-03,Brandon R. LeBlanc,Compliance certificate expired. Re-assessment overdue.,COMP-DOC-JA2609
CMP-000176,VND-01933,PCI-DSS,COMPLIANT,2020-02-16,2020-09-28,Simon Roup,No material findings. All controls assessed as effective.,COMP-DOC-VB3314
CMP-000177,VND-04525,ISO 9001,COMPLIANT,2019-05-25,2021-03-20,Jennifer Zamora,No material findings. All controls assessed as effective.,COMP-DOC-TH5657
CMP-000178,VND-00120,ISO 27001,NON_COMPLIANT,2019-01-22,2020-01-30,Internal Audit - Compliance,Incident response plan not tested within required 12-month window.,COMP-DOC-GO6657
CMP-000179,VND-01805,ISO 27001,PENDING,2019-06-18,2020-02-20,Michael Albert,Assessment in progress. Preliminary review completed; final sign-off pending.,COMP-DOC-KN1304
CMP-000180,VND-03785,SOC 2 Type II,PENDING,2021-08-29,2022-08-01,Grant Thornton,Assessment in progress. Preliminary review completed; final sign-off pending.,COMP-DOC-GK5043
CMP-000181,VND-03051,PCI-DSS,COMPLIANT,2022-12-07,2024-03-26,Janet King,No material findings. All controls assessed as effective.,COMP-DOC-RW6416
CMP-000182,VND-04010,SOX,COMPLIANT,2023-12-29,2024-09-09,Ketsia Liebig,No material findings. All controls assessed as effective.,COMP-DOC-UT0862
CMP-000183,VND-01176,ISO 27001,COMPLIANT,2021-05-12,2022-02-24,Michael Albert,No material findings. All controls assessed as effective.,COMP-DOC-XI9532
CMP-000184,VND-02259,ISO 9001,COMPLIANT,2021-05-28,2021-11-25,BDO Risk Services,No material findings. All controls assessed as effective.,COMP-DOC-RU3072
CMP-000185,VND-03181,CIS Controls,COMPLIANT,2020-07-20,2021-08-22,Elijiah Gray,No material findings. All controls assessed as effective.,COMP-DOC-GL8764
CMP-000186,VND-03255,ISO 9001,COMPLIANT,2019-06-02,2020-05-24,David Stanley,No material findings. All controls assessed as effective.,COMP-DOC-XX6139
CMP-000187,VND-04320,ISO 27001,COMPLIANT,2022-08-11,2023-05-04,PwC Compliance Team,No material findings. All controls assessed as effective.,COMP-DOC-IZ5745
CMP-000188,VND-02814,SOC 2 Type II,COMPLIANT,2021-09-28,2022-05-08,RSM Risk Advisory,No material findings. All controls assessed as effective.,COMP-DOC-GM1805
CMP-000189,VND-01145,ISO 27001,COMPLIANT,2021-03-10,2021-10-12,PwC Compliance Team,No material findings. All controls assessed as effective.,COMP-DOC-HO9340
CMP-000190,VND-02356,NIST CSF,COMPLIANT,2019-12-21,2021-03-01,David Stanley,No material findings. All controls assessed as effective.,COMP-DOC-RO5442
CMP-000191,VND-00672,SOC 2 Type II,COMPLIANT,2020-11-20,2022-10-24,Amy Dunn,No material findings. All controls assessed as effective.,COMP-DOC-KI7885
CMP-000192,VND-04401,GDPR,PENDING,2019-12-04,2021-09-21,Grant Thornton,Assessment in progress. Preliminary review completed; final sign-off pending.,COMP-DOC-AB8192
CMP-000193,VND-01642,ISO 27001,EXPIRED,2021-06-20,2022-01-14,Alex Sweetwater,Compliance certificate expired. Re-assessment overdue.,COMP-DOC-NM9656
CMP-000194,VND-02539,PCI-DSS,NON_COMPLIANT,2020-07-09,2021-11-01,Brannon Miller,Critical control gap identified in access management procedures.,COMP-DOC-ZJ2596
CMP-000195,VND-01233,SOC 2 Type II,PENDING,2024-04-19,2024-10-31,Kelley Spirea,Assessment in progress. Preliminary review completed; final sign-off pending.,COMP-DOC-PA7622
CMP-000196,VND-02517,SOX,COMPLIANT,2019-06-15,2020-04-21,Elijiah Gray,No material findings. All controls assessed as effective.,COMP-DOC-EV8312
CMP-000197,VND-04263,SOC 2 Type II,EXPIRED,2020-11-13,2021-05-02,Brandon R. LeBlanc,Compliance certificate expired. Re-assessment overdue.,COMP-DOC-NN3418
CMP-000198,VND-00106,HIPAA,COMPLIANT,2019-09-01,2020-12-11,Simon Roup,No material findings. All controls assessed as effective.,COMP-DOC-JV9557
CMP-000199,VND-04061,PCI-DSS,COMPLIANT,2022-04-28,2023-02-16,Webster Butler,No material findings. All controls assessed as effective.,COMP-DOC-BF0228
CMP-000200,VND-04697,ISO 27001,COMPLIANT,2023-07-02,2024-01-27,Michael Albert,No material findings. All controls assessed as effective.,COMP-DOC-AI7710
CMP-000201,VND-00798,GDPR,COMPLIANT,2024-01-16,2025-10-20,Deloitte Risk Advisory,No material findings. All controls assessed as effective.,COMP-DOC-IV9450
CMP-000202,VND-00073,GDPR,NON_COMPLIANT,2019-12-31,2020-08-01,Jennifer Zamora,Critical control gap identified in access management procedures.,COMP-DOC-DO6944
CMP-000203,VND-04678,NIST CSF,PENDING,2021-12-10,2023-07-12,John Smith,Assessment in progress. Preliminary review completed; final sign-off pending.,COMP-DOC-PS5341
CMP-000204,VND-02722,ISO 27001,NON_COMPLIANT,2020-08-30,2021-09-20,Deloitte Risk Advisory,Third-party sub-processor agreements not in place as required.,COMP-DOC-VN3910
CMP-000205,VND-03060,SOX,COMPLIANT,2021-10-27,2023-04-29,David Stanley,No material findings. All controls assessed as effective.,COMP-DOC-BQ2318
CMP-000206,VND-03629,GDPR,COMPLIANT,2020-09-15,2021-12-20,Eric Dougall,No material findings. All controls assessed as effective.,COMP-DOC-BB6790
CMP-000207,VND-00345,SOX,COMPLIANT,2021-06-15,2022-03-11,Jennifer Zamora,No material findings. All controls assessed as effective.,COMP-DOC-PO7477
CMP-000208,VND-02906,GDPR,EXPIRED,2021-04-17,2022-01-02,Debra Houlihan,Compliance certificate expired. Re-assessment overdue.,COMP-DOC-QD2011
CMP-000209,VND-04874,GDPR,EXPIRED,2020-07-09,2022-11-18,Simon Roup,Compliance certificate expired. Re-assessment overdue.,COMP-DOC-GQ4083
CMP-000210,VND-02343,ISO 9001,COMPLIANT,2023-06-03,2025-03-02,Kissy Sullivan,No material findings. All controls assessed as effective.,COMP-DOC-ZB3782
CMP-000211,VND-00001,SOC 2 Type II,NON_COMPLIANT,2022-06-08,2022-01-27,PwC Compliance Team,Insufficient audit trail documentation for transaction processing.,COMP-DOC-TE1877
CMP-000212,VND-00835,ISO 27001,COMPLIANT,2021-08-23,2023-06-21,Board of Directors,No material findings. All controls assessed as effective.,COMP-DOC-VS9533
CMP-000213,VND-02298,ISO 27001,COMPLIANT,2019-09-09,2020-11-08,Brandon R. LeBlanc,No material findings. All controls assessed as effective.,COMP-DOC-LO2253
CMP-000214,VND-03772,GDPR,COMPLIANT,2022-02-28,2022-12-24,Elijiah Gray,No material findings. All controls assessed as effective.,COMP-DOC-IX9224
CMP-000215,VND-00464,NIST CSF,COMPLIANT,2022-12-13,2023-07-04,Kissy Sullivan,No material findings. All controls assessed as effective.,COMP-DOC-DD7772
CMP-000216,VND-01757,SOX,COMPLIANT,2021-06-19,2022-01-24,Webster Butler,No material findings. All controls assessed as effective.,COMP-DOC-DK4575
CMP-000217,VND-01434,ISO 27001,COMPLIANT,2019-10-20,2021-10-17,Grant Thornton,No material findings. All controls assessed as effective.,COMP-DOC-LF1885
CMP-000218,VND-03313,ISO 27001,COMPLIANT,2022-07-21,2023-03-13,Peter Monroe,No material findings. All controls assessed as effective.,COMP-DOC-BC1484
CMP-000219,VND-04768,HIPAA,COMPLIANT,2020-12-10,2021-08-01,Simon Roup,No material findings. All controls assessed as effective.,COMP-DOC-OL3638
CMP-000220,VND-01793,ISO 27001,NON_COMPLIANT,2021-03-07,2022-07-25,Lynn Daneault,Third-party sub-processor agreements not in place as required.,COMP-DOC-GT6878
CMP-000221,VND-00973,ISO 27001,COMPLIANT,2019-04-06,2020-09-29,Simon Roup,No material findings. All controls assessed as effective.,COMP-DOC-VS2047
CMP-000222,VND-01673,ISO 27001,COMPLIANT,2021-09-16,2022-06-05,KPMG Assurance,No material findings. All controls assessed as effective.,COMP-DOC-QG9835
CMP-000223,VND-04910,ISO 27001,COMPLIANT,2023-04-14,2024-08-23,Grant Thornton,No material findings. All controls assessed as effective.,COMP-DOC-DY9477
CMP-000224,VND-01138,HIPAA,PENDING,2021-03-31,2022-06-02,Kissy Sullivan,Assessment in progress. Preliminary review completed; final sign-off pending.,COMP-DOC-HV9392
CMP-000225,VND-03228,ISO 9001,NON_COMPLIANT,2024-03-20,2026-01-15,Elijiah Gray,Third-party sub-processor agreements not in place as required.,COMP-DOC-UT3202
CMP-000226,VND-00580,PCI-DSS,PENDING,2019-09-23,2021-05-22,Jennifer Zamora,Assessment in progress. Preliminary review completed; final sign-off pending.,COMP-DOC-LS6167
CMP-000227,VND-00643,SOC 2 Type II,COMPLIANT,2020-12-27,2022-07-24,John Smith,No material findings. All controls assessed as effective.,COMP-DOC-QY6778
CMP-000228,VND-02688,ISO 27001,EXPIRED,2019-12-12,2023-01-04,Elijiah Gray,Compliance certificate expired. Re-assessment overdue.,COMP-DOC-YB1898
CMP-000229,VND-03418,ISO 27001,COMPLIANT,2022-02-05,2023-08-25,Kissy Sullivan,No material findings. All controls assessed as effective.,COMP-DOC-KU3613
CMP-000230,VND-02502,PCI-DSS,COMPLIANT,2019-05-21,2021-04-09,Brandon R. LeBlanc,No material findings. All controls assessed as effective.,COMP-DOC-IT9459
CMP-000231,VND-03709,ISO 9001,COMPLIANT,2022-01-26,2023-09-22,Internal Audit - Compliance,No material findings. All controls assessed as effective.,COMP-DOC-VC1185
CMP-000232,VND-02060,ISO 9001,COMPLIANT,2023-05-03,2024-10-29,Brian Champaigne,No material findings. All controls assessed as effective.,COMP-DOC-FN2350
CMP-000233,VND-04553,PCI-DSS,COMPLIANT,2022-09-12,2023-08-30,Brandon R. LeBlanc,No material findings. All controls assessed as effective.,COMP-DOC-FK4737
CMP-000234,VND-00989,ISO 27001,COMPLIANT,2021-09-07,2023-04-09,Alex Sweetwater,No material findings. All controls assessed as effective.,COMP-DOC-GY6263
CMP-000235,VND-03982,HIPAA,EXPIRED,2019-12-20,2022-06-05,Deloitte Risk Advisory,Compliance certificate expired. Re-assessment overdue.,COMP-DOC-XK9654
CMP-000236,VND-02245,ISO 27001,COMPLIANT,2022-10-05,2023-10-06,PwC Compliance Team,No material findings. All controls assessed as effective.,COMP-DOC-FT9779
CMP-000237,VND-03163,SOC 2 Type II,COMPLIANT,2021-04-17,2022-05-18,Eric Dougall,No material findings. All controls assessed as effective.,COMP-DOC-BC7822
CMP-000238,VND-04988,SOC 2 Type II,COMPLIANT,2021-07-23,2022-09-18,RSM Risk Advisory,No material findings. All controls assessed as effective.,COMP-DOC-GV8100
CMP-000239,VND-04307,PCI-DSS,COMPLIANT,2020-05-02,2022-02-26,John Smith,No material findings. All controls assessed as effective.,COMP-DOC-QA4286
CMP-000240,VND-02407,GDPR,COMPLIANT,2023-05-21,2024-07-24,BDO Risk Services,No material findings. All controls assessed as effective.,COMP-DOC-UF9062
CMP-000241,VND-02450,ISO 9001,COMPLIANT,2019-01-05,2020-11-08,Lynn Daneault,No material findings. All controls assessed as effective.,COMP-DOC-VG5759
CMP-000242,VND-03228,ISO 27001,PENDING,2021-06-15,2022-07-24,Simon Roup,Assessment in progress. Preliminary review completed; final sign-off pending.,COMP-DOC-SZ4909
CMP-000243,VND-04890,CIS Controls,COMPLIANT,2023-12-24,2025-07-25,Peter Monroe,No material findings. All controls assessed as effective.,COMP-DOC-AA7108
CMP-000244,VND-03675,CMMC,COMPLIANT,2020-01-28,2021-02-23,Peter Monroe,No material findings. All controls assessed as effective.,COMP-DOC-LR4587
CMP-000245,VND-01342,SOC 2 Type II,COMPLIANT,2022-12-22,2024-08-04,Brannon Miller,No material findings. All controls assessed as effective.,COMP-DOC-US2274
CMP-000246,VND-03727,CMMC,PENDING,2023-05-08,2024-04-20,Amy Dunn,Assessment in progress. Preliminary review completed; final sign-off pending.,COMP-DOC-TQ9665
CMP-000247,VND-01542,ISO 27001,COMPLIANT,2023-10-10,2025-01-14,Michael Albert,No material findings. All controls assessed as effective.,COMP-DOC-MC2948
CMP-000248,VND-00532,SOC 2 Type II,COMPLIANT,2023-02-14,2024-05-03,Lynn Daneault,No material findings. All controls assessed as effective.,COMP-DOC-LD5171
CMP-000249,VND-01552,GDPR,COMPLIANT,2023-06-13,2023-12-30,Peter Monroe,No material findings. All controls assessed as effective.,COMP-DOC-PN2512
CMP-000250,VND-03568,SOX,COMPLIANT,2020-08-08,2021-03-26,Ketsia Liebig,No material findings. All controls assessed as effective.,COMP-DOC-OB4335
CMP-000251,VND-03597,ISO 27001,COMPLIANT,2020-03-13,2021-02-28,Michael Albert,No material findings. All controls assessed as effective.,COMP-DOC-FC7577
CMP-000252,VND-01842,GDPR,COMPLIANT,2023-09-07,2024-07-26,Brandon R. LeBlanc,No material findings. All controls assessed as effective.,COMP-DOC-ZX3426
CMP-000253,VND-01926,CMMC,EXPIRED,2024-04-06,2022-01-17,Brannon Miller,Compliance certificate expired. Re-assessment overdue.,COMP-DOC-DN5875
CMP-000254,VND-04461,ISO 27001,COMPLIANT,2019-11-03,2020-07-01,Michael Albert,No material findings. All controls assessed as effective.,COMP-DOC-CM1049
CMP-000255,VND-02213,ISO 27001,COMPLIANT,2020-04-04,2021-10-16,Internal Audit - Compliance,No material findings. All controls assessed as effective.,COMP-DOC-EE1407
CMP-000256,VND-01325,ISO 9001,COMPLIANT,2022-03-26,2024-02-27,Kissy Sullivan,No material findings. All controls assessed as effective.,COMP-DOC-FQ2806
CMP-000257,VND-00349,ISO 27001,COMPLIANT,2019-03-07,2019-12-12,KPMG Assurance,No material findings. All controls assessed as effective.,COMP-DOC-QZ9907
CMP-000258,VND-03203,GDPR,COMPLIANT,2021-08-17,2022-12-13,Elijiah Gray,No material findings. All controls assessed as effective.,COMP-DOC-QR6697
CMP-000259,VND-00308,SOC 2 Type II,COMPLIANT,2019-07-27,2021-06-11,KPMG Assurance,No material findings. All controls assessed as effective.,COMP-DOC-HW7217
CMP-000260,VND-00956,CIS Controls,NON_COMPLIANT,2021-07-23,2022-01-25,Eric Dougall,Incident response plan not tested within required 12-month window.,COMP-DOC-YB2435
CMP-000261,VND-01159,ISO 27001,COMPLIANT,2023-10-05,2024-11-27,Lynn Daneault,No material findings. All controls assessed as effective.,COMP-DOC-JW8303
CMP-000262,VND-04060,GDPR,COMPLIANT,2022-09-05,2024-08-03,Brannon Miller,No material findings. All controls assessed as effective.,COMP-DOC-TJ3695
CMP-000263,VND-03940,GDPR,COMPLIANT,2023-11-09,2024-06-09,Deloitte Risk Advisory,No material findings. All controls assessed as effective.,COMP-DOC-UV5587
CMP-000264,VND-01628,SOC 2 Type II,COMPLIANT,2020-06-01,2022-03-21,Michael Albert,No material findings. All controls assessed as effective.,COMP-DOC-UA6735
CMP-000265,VND-02445,SOC 2 Type II,COMPLIANT,2021-10-09,2022-12-31,Simon Roup,No material findings. All controls assessed as effective.,COMP-DOC-QF7810
CMP-000266,VND-02298,GDPR,PENDING,2020-08-12,2021-06-07,Simon Roup,Assessment in progress. Preliminary review completed; final sign-off pending.,COMP-DOC-TZ2839
CMP-000267,VND-04698,SOC 2 Type II,COMPLIANT,2019-04-05,2021-03-10,BDO Risk Services,No material findings. All controls assessed as effective.,COMP-DOC-VR7646
CMP-000268,VND-00562,NIST CSF,COMPLIANT,2019-10-11,2020-08-31,Webster Butler,No material findings. All controls assessed as effective.,COMP-DOC-QN1261
CMP-000269,VND-04429,PCI-DSS,COMPLIANT,2022-11-03,2024-07-18,John Smith,No material findings. All controls assessed as effective.,COMP-DOC-GX9363
CMP-000270,VND-02478,ISO 27001,COMPLIANT,2022-04-12,2022-12-15,Lynn Daneault,No material findings. All controls assessed as effective.,COMP-DOC-VZ9627
CMP-000271,VND-00781,ISO 27001,COMPLIANT,2019-10-11,2020-12-12,Debra Houlihan,No material findings. All controls assessed as effective.,COMP-DOC-WC4439
CMP-000272,VND-01109,GDPR,COMPLIANT,2023-03-01,2024-09-04,PwC Compliance Team,No material findings. All controls assessed as effective.,COMP-DOC-VZ9519
CMP-000273,VND-02339,NIST CSF,COMPLIANT,2019-03-11,2020-11-01,Grant Thornton,No material findings. All controls assessed as effective.,COMP-DOC-PZ6300
CMP-000274,VND-02424,ISO 27001,PENDING,2019-12-05,2020-12-04,Brandon R. LeBlanc,Assessment in progress. Preliminary review completed; final sign-off pending.,COMP-DOC-YD3621
CMP-000275,VND-01784,ISO 27001,PENDING,2021-05-16,2023-02-18,Eric Dougall,Assessment in progress. Preliminary review completed; final sign-off pending.,COMP-DOC-DC5164
CMP-000276,VND-00230,GDPR,NON_COMPLIANT,2020-01-22,2021-12-08,RSM Risk Advisory,Insufficient audit trail documentation for transaction processing.,COMP-DOC-GG8704
CMP-000277,VND-02338,SOC 2 Type II,COMPLIANT,2019-05-21,2021-02-15,Deloitte Risk Advisory,No material findings. All controls assessed as effective.,COMP-DOC-SU1353
CMP-000278,VND-01838,ISO 9001,COMPLIANT,2021-07-18,2022-06-22,Lynn Daneault,No material findings. All controls assessed as effective.,COMP-DOC-XK7396
CMP-000279,VND-04584,PCI-DSS,COMPLIANT,2019-02-16,2020-07-27,KPMG Assurance,No material findings. All controls assessed as effective.,COMP-DOC-LV7295
CMP-000280,VND-02898,SOC 2 Type II,COMPLIANT,2022-09-12,2023-06-13,Elijiah Gray,No material findings. All controls assessed as effective.,COMP-DOC-ES8677
CMP-000281,VND-03722,ISO 27001,NON_COMPLIANT,2021-07-21,2022-04-07,PwC Compliance Team,Insufficient audit trail documentation for transaction processing.,COMP-DOC-HL0554
CMP-000282,VND-04524,SOX,COMPLIANT,2019-08-05,2020-08-12,Brian Champaigne,No material findings. All controls assessed as effective.,COMP-DOC-LS9071
CMP-000283,VND-04758,ISO 9001,COMPLIANT,2023-10-14,2024-06-26,Board of Directors,No material findings. All controls assessed as effective.,COMP-DOC-WM9969
CMP-000284,VND-03232,ISO 27001,EXPIRED,2020-09-12,2022-12-10,Board of Directors,Compliance certificate expired. Re-assessment overdue.,COMP-DOC-LE1548
CMP-000285,VND-01833,ISO 9001,COMPLIANT,2020-11-03,2021-06-25,Internal Audit - Compliance,No material findings. All controls assessed as effective.,COMP-DOC-PN0029
CMP-000286,VND-04286,ISO 27001,COMPLIANT,2020-07-28,2022-02-14,Deloitte Risk Advisory,No material findings. All controls assessed as effective.,COMP-DOC-GK1326
CMP-000287,VND-02977,SOC 2 Type II,COMPLIANT,2020-05-07,2022-02-12,Elijiah Gray,No material findings. All controls assessed as effective.,COMP-DOC-BK3746
CMP-000288,VND-03849,NIST CSF,COMPLIANT,2020-06-21,2021-08-10,Ketsia Liebig,No material findings. All controls assessed as effective.,COMP-DOC-IS1368
CMP-000289,VND-02233,ISO 27001,NON_COMPLIANT,2019-09-12,2021-08-09,Amy Dunn,Insufficient audit trail documentation for transaction processing.,COMP-DOC-FS1577
CMP-000290,VND-00841,SOC 2 Type II,COMPLIANT,2024-03-26,2026-03-22,Brandon R. LeBlanc,No material findings. All controls assessed as effective.,COMP-DOC-RL2918
CMP-000291,VND-00225,ISO 27001,COMPLIANT,2019-12-09,2021-03-01,Board of Directors,No material findings. All controls assessed as effective.,COMP-DOC-YA5195
CMP-000292,VND-01229,HIPAA,COMPLIANT,2019-10-19,2020-04-24,KPMG Assurance,No material findings. All controls assessed as effective.,COMP-DOC-VJ1765
